id,relocation_ready,travel_ready,retraining_ready,education_code,employement_code,locality_type,drive_A,drive_B,drive_C,drive_D,drive_E,Гибкий график,Полный рабочий день,Сменный график,Ненормированный рабочий день,Неполный рабочий день,Выхтовый метод,male,female,continue,age,experience,salary_desired,completeness_rate,last_exp,top_institution_by_freq,top_institution_by_salary,mean_salary_positions,mean_salary_skills,top_employer_by_freq,top_employer_by_salary
500,-1,-1,-1,5,6,6,0,1,0,0,0,1,0,1,0,1,0,0,1,-1.0,24.0,1,30000,92.0,273.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
522,-1,-1,1,3,6,6,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.0,47.0,4,45000,61.0,1369.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
551,1,1,1,2,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,27.0,0,34294,53.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
650,-1,-1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,34.0,10,46710,78.0,519.0,0.0,0.0,0.04366463025509042,0.0,0.07159438314652575,0.0
685,0,0,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,0.0,0,11,0.0,92.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
744,1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,27.0,3,20760,79.0,1095.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
777,1,1,1,5,6,6,0,1,1,0,0,0,1,0,0,0,0,1,0,0.0,46.0,0,35000,79.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
786,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,17.0,0,8557,0.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
801,1,0,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,44.0,21,55000,86.0,396.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
819,0,0,1,4,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,1.0,26.0,5,51900,75.0,0.0,0.0,0.0,0.050991006535204865,0.0,0.07159438314652575,0.0
885,1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,54.0,33,50000,86.0,3349.0,0.0,0.0,0.0,0.0,0.0,0.0
917,-1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,49.0,5,70000,67.0,1919.0,0.0,0.0,0.0,0.0,0.0,0.0
926,-1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,37.0,14,60000,91.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0
937,1,1,1,3,6,6,0,1,1,1,1,0,1,0,0,0,0,0,0,-1.0,0.0,0,64174,0.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
989,-1,-1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,38.0,19,40000,92.0,243.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1018,0,1,0,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,41.0,19,50000,80.0,1430.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1047,-1,-1,1,5,6,6,0,1,1,0,0,0,1,0,0,0,0,1,0,-1.0,58.0,31,124560,84.0,4901.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1056,0,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,37.0,2,80018,83.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,-1,0,1,2,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,30.0,0,60000,62.0,273.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1095,0,1,1,1,6,3,0,1,1,0,0,0,1,0,0,0,0,1,0,1.0,32.0,0,50000,60.0,0.0,0.0,0.0,0.059046630716114636,0.01919274054814526,0.07159438314652575,0.0
1119,-1,0,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,54.0,11,62280,85.0,3864.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,-1,1,1,4,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,45.0,8,80000,81.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1158,1,1,1,5,6,3,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,32.0,8,60000,91.0,304.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1209,-1,-1,-1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,24.0,0,20000,83.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
1246,1,1,1,5,6,6,0,1,0,0,0,0,1,0,1,0,0,0,1,-1.0,47.0,22,80000,86.0,1765.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,1,1,1,2,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,2,85565,69.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1335,-1,-1,1,2,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,26.0,0,30000,53.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
1344,1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,39.0,15,80000,79.0,215.0,0.0,0.0,0.07990295698692887,0.0,0.07159438314652575,0.0
1353,0,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,68.0,0,27878,67.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
1381,-1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,48.0,25,51900,65.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1383,-1,1,1,5,6,6,1,1,0,0,0,0,1,0,0,0,0,1,0,1.0,25.0,7,70000,83.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1565,1,1,1,3,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,50.0,0,20000,72.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
1599,-1,1,1,5,6,3,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,33.0,9,51900,78.0,3318.0,0.0,0.0,0.05552085456280345,0.0,0.07159438314652575,0.0
1601,1,1,1,5,6,6,0,1,0,0,0,1,1,1,0,0,0,0,1,-1.0,27.0,2,51900,70.0,92.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1609,1,0,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,35.0,9,70000,76.0,1157.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1654,0,0,0,2,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,35.0,0,120000,49.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
1660,-1,-1,1,5,6,3,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,36.0,9,50000,86.0,152.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1667,-1,0,1,3,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,30.0,2,40000,65.0,517.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1672,0,1,1,5,6,4,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,31.0,6,42783,75.0,762.0,0.0,0.0,0.053842352108856927,0.0,0.07159438314652575,0.0
1733,1,1,0,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,28.0,1,60000,83.0,244.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1747,-1,1,1,5,6,3,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,34.0,2,48130,95.0,546.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1884,-1,1,0,2,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,53.0,17,57090,62.0,6056.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1912,1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,1.0,27.0,5,70000,87.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1944,-1,1,0,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,24.0,1,50000,82.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,-1,-1,1,5,6,6,0,0,0,0,0,0,1,0,0,1,0,0,1,-1.0,59.0,28,42783,77.0,10043.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
1978,0,1,1,3,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,28.0,0,53478,0.0,153.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2021,-1,0,1,4,6,6,0,1,1,0,0,0,1,0,0,0,0,1,0,1.0,44.0,12,60000,77.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2041,-1,-1,1,3,6,6,0,1,1,1,1,0,1,0,0,0,0,1,0,-1.0,56.0,30,40000,76.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,-1,0,1,5,6,6,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.0,46.0,2,35000,77.0,92.0,0.0,0.0,0.053972525146736734,0.0,0.07159438314652575,0.0
2094,-1,0,1,5,6,6,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.0,45.0,23,31140,79.0,426.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2096,-1,1,1,1,6,6,0,1,0,1,0,0,1,0,0,0,0,1,0,-1.0,28.0,6,38406,75.0,365.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2110,-1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,1.0,29.0,7,50000,92.0,0.0,0.0,0.0,0.039527376764164575,0.0,0.07159438314652575,0.0
2125,-1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,46.0,16,36330,78.0,1612.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2139,-1,-1,0,4,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,23.0,1,20760,78.0,92.0,0.07860087718681492,0.0,0.0,0.0,0.07159438314652575,0.0
2240,-1,-1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,40.0,12,45000,81.0,2496.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2279,-1,1,1,5,6,3,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,38.0,3,48130,88.0,30.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2365,1,1,1,5,6,6,1,1,0,0,0,0,1,0,0,0,0,1,0,1.0,34.0,12,80000,91.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2404,-1,1,1,4,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,23.0,2,40000,75.0,62.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2461,-1,-1,1,1,6,6,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.0,37.0,13,35000,84.0,335.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
2505,0,0,0,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,72.0,0,103800,0.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
2510,0,1,1,5,6,6,0,0,0,0,0,0,1,1,0,0,0,1,0,1.0,38.0,18,83040,75.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2530,-1,1,1,2,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,40.0,0,45,53.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
2535,-1,-1,1,5,6,6,0,0,0,0,0,1,1,0,0,0,0,0,1,-1.0,48.0,17,58000,84.0,2192.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2538,-1,-1,1,3,6,6,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0,20.0,0,30000,64.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
2557,-1,1,1,1,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,36.0,0,33151,0.0,3806.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2568,-1,-1,1,5,2,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,48.0,0,40000,0.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
2570,0,0,0,5,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,35.0,0,74869,0.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
2573,1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,48.0,13,60000,90.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0
2595,1,1,1,4,5,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,34.0,0,70000,51.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
2606,1,0,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,28,0.0,0.0,0.07812036024039294,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
2644,-1,-1,0,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,30.0,0,51900,82.0,1308.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2658,-1,1,1,5,1,6,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,52.0,14,50000,93.0,1065.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2730,0,0,0,3,2,6,0,0,0,0,0,0,0,1,0,1,0,1,0,-1.0,50.0,0,33454,0.0,305.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2794,-1,-1,1,1,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,57.0,0,30000,75.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
2825,1,1,1,4,2,6,0,0,0,0,0,1,1,1,1,1,0,1,0,-1.0,27.0,0,40000,0.0,701.0,0.0,0.0,0.04779767604967748,0.0,0.07159438314652575,0.0
2886,0,0,1,2,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,27.0,0,35000,47.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
2896,0,0,1,3,6,6,0,1,1,0,0,0,1,1,0,0,0,1,0,1.0,49.0,28,51900,76.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
2935,0,0,0,5,2,6,0,1,0,0,0,0,0,0,0,1,0,0,1,-1.0,32.0,4,30000,75.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0
3039,0,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0,38.0,14,83040,91.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
3152,-1,0,1,1,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,20760,73.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
3250,-1,0,0,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,52.0,1,90000,84.0,184.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
3334,-1,0,0,3,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,52.0,0,15000,61.0,0.0,0.0,0.0,0.0,0.014779483571442941,0.07159438314652575,0.0
3382,1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,56.0,28,64174,71.0,1006.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
3387,-1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,25.0,0,31140,95.0,61.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
3417,0,1,1,5,6,3,0,1,0,0,0,1,1,0,1,0,0,1,0,1.0,28.0,7,85000,91.0,0.0,0.0,0.0,0.053842352108856927,0.0,0.07159438314652575,0.0
3435,-1,1,1,5,6,6,1,1,1,0,0,0,1,0,0,0,0,1,0,-1.0,39.0,10,72660,74.0,3652.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
3468,0,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0,38.0,13,93420,92.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
3482,1,1,1,1,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,24.0,4,55000,72.0,0.0,0.0,0.0,0.053842352108856927,0.0,0.07159438314652575,0.0
3602,0,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,56.0,30,50000,85.0,761.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
3608,-1,0,0,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,29.0,3,51900,87.0,942.0,0.0,0.0,0.0,0.0,0.0,0.0
3623,-1,0,0,1,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,24.0,3,15570,61.0,0.0,0.0,0.0,0.039527376764164575,0.0,0.07159438314652575,0.0
3679,-1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,36.0,5,50000,79.0,59.0,0.07812036024039294,0.0,0.0,0.0,0.07159438314652575,0.0
3767,-1,-1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,28.0,6,57090,91.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
3778,-1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,34.0,14,60000,95.0,61.0,0.0,0.0,0.0394748089764771,0.0,0.07159438314652575,0.0
3804,-1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,25.0,3,60000,74.0,609.0,0.0,0.0,0.053972525146736734,0.0,0.07159438314652575,0.0
3806,1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,39.0,18,100000,75.0,1249.0,0.0,0.0,0.05935105133140694,0.0,0.0,0.0
3863,-1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,31.0,3,69522,74.0,1096.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
3907,0,0,0,5,6,6,0,1,1,0,0,0,1,0,0,0,0,1,0,-1.0,49.0,12,72660,76.0,1461.0,0.0,0.0,0.053842352108856927,0.0,0.07159438314652575,0.0
3944,-1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,40.0,14,50000,89.0,31.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
3947,1,1,1,1,6,3,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,40.0,0,77850,77.0,92.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
3959,-1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0,19252,0.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
4005,-1,1,1,5,6,6,0,1,1,0,0,0,1,0,0,0,0,1,0,-1.0,51.0,26,78059,88.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0
4078,0,0,0,3,6,6,0,0,0,0,0,0,1,1,0,0,0,0,1,-1.0,34.0,6,50000,83.0,306.0,0.0,0.0,0.038362212814483286,0.0,0.07159438314652575,0.0
4098,1,0,0,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.0,31.0,5,51900,79.0,547.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
4170,-1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,42.0,15,70000,93.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
4222,-1,1,1,5,6,6,0,0,0,0,0,0,1,1,1,0,0,1,0,-1.0,44.0,7,33454,86.0,2404.0,0.0,0.0,0.05935105133140694,0.0,0.0,0.0
4280,0,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0,64174,0.0,0.0,0.0,0.0,0.0,0.015051215183570122,0.07159438314652575,0.0
4377,1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,48.0,5,30000,86.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0
4427,1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,26.0,1,48130,81.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0
4432,1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.0,0.0,11,10380,87.0,3806.0,0.0,0.0,0.0,0.0,0.0,0.0
4437,-1,1,1,3,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,53.0,30,31140,79.0,2038.0,0.0,0.0,0.053972525146736734,0.0,0.07159438314652575,0.0
4504,1,1,1,4,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,25.0,0,25000,79.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
4540,-1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,26.0,2,48000,88.0,59.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
4548,-1,1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,44.0,15,100000,74.0,1704.0,0.0,0.0,0.050991006535204865,0.0,0.07159438314652575,0.0
4557,-1,0,1,1,6,3,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.0,46.0,1,30000,62.0,334.0,0.0,0.0,0.04483252357740812,0.0,0.07159438314652575,0.0
4590,0,0,0,4,6,6,0,0,0,0,0,1,1,1,1,1,0,1,0,-1.0,22.0,1,45000,66.0,152.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
4615,-1,-1,1,5,2,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,64.0,0,50000,66.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
4635,-1,-1,1,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,24.0,4,67470,95.0,1034.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
4648,0,0,0,2,6,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,48.0,0,41520,55.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
4688,0,0,1,5,5,6,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,31.0,2,50000,78.0,426.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
4766,1,1,1,5,6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.0,38.0,14,50000,63.0,0.0,0.0,0.0,0.053842352108856927,0.0,0.07159438314652575,0.0
4844,-1,1,1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,35000,83.0,0.0,0.0,0.0,0.04446816565550689,0.014779483571442941,0.07159438314652575,0.0
4874,-1,1,1,5,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,28.0,5,28878,84.0,1918.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
4878,-1,1,1,5,5,6,0,0,0,0,0,0,1,1,0,0,0,0,1,-1.0,33.0,1,50000,68.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0
4922,-1,-1,1,2,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,25.0,0,32087,0.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
5027,-1,1,1,5,6,6,0,1,1,0,0,0,1,0,0,0,0,1,0,-1.0,56.0,23,50000,79.0,2404.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
5042,0,0,0,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,32.0,9,36330,65.0,731.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
5070,0,0,0,5,6,6,0,0,0,0,0,0,1,1,0,0,0,0,1,1.0,31.0,7,83040,78.0,0.0,0.0,0.0,0.0,0.0,0.07159438314652575,0.0
